nom,description,logo,Date dernier financement,Série,Montant,LinkedIn,Contact,Date de création_x,Marché,Type d'organisme,SIREN,Activité principale,Tranche effectifs,market,employees,date de création,valeur_entreprise,financement,dernier_financement,mots_cles_def,site_web_def,adresse_def
WE SPOT TURTLES!,"Contribute to the protection of sea turtles! We Spot Turtles! is a citizen science project aimed at protecting sea turtles. With our mobile application, you can contribute to the collection of data on sea turtles and help in their conservation efforts. Empowering conservation efforts through technology At We Spot Turtles!, our mission is to protect sea turtles through innovative technology. By utilizing advanced tools like Machine Learning and geolocation, we streamline monitoring and research efforts. Through crowd-sourced data, we identify conservation priorities and implement targeted initiatives. Join us in our commitment to safeguard sea turtles and preserve our marine ecosystems.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7934f710-07c8-4288-9630-3c12ef9d5f661,,,,,,,,,,,,,,,,,,,['https://www.wespotturtles.org/'],NANTES
WEROAD,"WeRoad is a direct-to-consumer travel tech company that organizes group tours for like-minded people of similar ages eager to discover the world through the eyes of locals, while making new friends along the way. WeRoad has been reinventing group travel for millennials since 2017 and is one of the fastest growing travel platforms in Europe, with offices in Italy, Spain, the UK, France and Germany. It has a strong community DNA with a large social following (over 2.5 million followers). With the strength of its 2,500+ Coordinators, WeRoad has helped over 100,000 travellers to discover the world and make new friends in more than 300 itineraries. Around 60% of its customers rebook year-on-year and a third of its bookings is the result of word of mouth. Headquartered in Milan, Italy, WeRoad has over 150 full time employees. In December 2022, WeRoad was recognised by world leading brand consultancy, Interbrand, as one of 15 of the most competitive Italian brands of the next generation.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/e1882275-2eb0-4eb6-9ba2-7f725e6251141,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.weroad.com'],MILAN
WEWARD,"WeWard is a free mobile app that already motivates over 20 million people to walk daily. Our system is based on a fun and innovative reward and challenge scheme. The more you walk, the more you earn Wards, our digital currency, which can be exchanged for offers, donations to charities, or euros. Through our app, we directly combat sedentary lifestyles and have a real impact on our users' health: on average, they increase their walking time by 24% when they start using WeWard. Additionally, by promoting walking as a preferred mode of transportation, we have saved over 600,000 tons of CO2 (equivalent to 600,000 round trips between Paris and New York by plane).",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1e10ef98-f890-4317-93cb-f62b3829d94b1,,,,,,,,,,,,,,,,,,,['https://www.wewardapp.com/'],PARIS
WEATHERMIND,"Climate change is bringing new operational challenges to property insurers with rising volumes of claims, concentrated in short timeframes (peak effects) and highly heterogeneous. WeatherMind AI enables insurers to automatically scan all incoming climate claims. Depending on the severity, we then either process them end-to-end (up to 70% of total volumes) or we prioritize human intervention to avoid loss aggravation. By doing so, insurers can improve their operational efficiency, leading to: + A streamlined claims’ processing: -50% on loss adjustment costs and less follow-up calls per claim. + A contained loss / leakage: 90% of opportunistic / bogus claims detected without further investigation. + An enhanced customer satisfaction: 30x shorter cycle time and detailed pay-out decisions. Our initial focus is drought-induced damages but we plan to quickly expand to other perils: hail, storm, flood, …",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/ed1835f6-b997-47cb-a344-8a9e49172d321,,,,,,,,,,,,,,,,,,,['https://www.weathermind.ai/'],PARIS
WEBCAPSULE,"The orchestration Plateform for LowCode applications in companies. Scalable infrastructure, Visual CI/CD, governance and customization to ensure application sustainability at scale on your own cloud.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d01ce01d-c282-4689-a0f4-bb7d537c464b1,,,,,,,,,,,,,,,,,,,['https://www.webcapsule.io/'],PARIS
WEENAV,"Weenav offers custom propulsion solutions for boats that are fully electric or hybrid, delivering power ranging from 50 to 1000 horsepower for inboard motors, and from 80 to 200 horsepower for outboard motors. Our products are specifically designed to meet the demands of both maritime and inland waters, including lakes and rivers, while strictly adhering to current standards and certifications. We are proud to be developing a high-power, 100% electric outboard motor, a pioneering innovation that will be a first in France. Our mission is to transform mobility on inland waters (lakes and rivers) and maritime environments, ranging from small motor boats of 8 meters to vessels transporting passengers or goods, aiming for a complete decarbonization of professional activities on these waters. Additionally, our application, connected to the boat, allows real-time monitoring of boat information and also enables remote interaction with the vessel, enhancing operational efficiency and safety.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d97a21c9-87e6-4017-9796-e003ed9baf651,,,,,,,,,,,,,,,,,,,['https://www.weenav.com/'],BONDUES
WEEZEVENT,"Founded in 2008 by Pierre-Henri Deballon and Sébastien Tonglet, Weezevent provides ticketing, cashless and access control solutions to events of all sizes, including trade shows, concerts, festivals, conferences, sporting activities and more. Since its inception, the company has been profitable and has grown steadily, winning prestigious awards such as the Fast 500 EMEA, which crowns the company with the most robust growth over the past five years (an award previously won by Criteo). Today, the firm generates €800M in business volume, employs 150 people, has its own HQ in Paris and operates in over 30 countries with international offices in London, Montreal, Madrid, Lausanne, and Antwerp.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/4c538575-db1f-4529-9aa4-c834485c04611,,,,,,,,,,,,,,,,,,,['https://weezevent.com/fr/'],CLICHY
WELCOME ACCOUNT,"Thanks to our B2B2C SaaS solution, companies can order easily the opening of a current account with a Visa card for their employees. The end costumer can manage his or her account troughs a multilingual mobile app. Our personal GenAI agent helps our customers to improve their financial and administrative life in their new host country. We offer other essential products for our users: personal micro-credit, insurance, international transfer, phone and SIM card. Welcome Account was created by Rooh Savar, an Iranian entrepreneur specialized in the immigration sector, Caroline Span, a former manager of a major player in digital inclusion in France, and Hamze Ghalebi, an IT engineer from Télécom Paris who is himself a political refugee. We're supported by major players in the finance and tech ecosystem such as Visa, Microsoft, the UN and Okali (Crédit Agricole's subsidiary). Welcome Account is not just another neobank, but a life partner for all newcomers in France and Europe.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/3e9d1f9f-16a6-44b0-8555-5687ed4657351,,,,,,,,,,,,,,,,,,,['https://welcomeaccount.com/'],PARIS
WELL-BEING & SPORTS PARK SPONSORED BY AXA,"The Well-being & Sports Park, sponsored by Axa, highlights the convergence of technology with sports and wellness. Discover innovations optimizing athlete performance, enhancing training methods, and extending human potential. Experience the future of sports and health tech.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/aa376a8e-b1eb-4527-891e-bee97f2d8b351,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.vivatechnology.com'],None
WEQUITY,"Wequity is a Belgian company founded in 2021, and that has raised nearly €2M. Wequity uses AI to automate the filling of questionnaires sent by clients/rating agencies/certifications/investors. Our software uses our clients' internal documents (i.e. drive, website, reports, PDF, excel, etc.) and fills in the questionnaire fields, while adding reasoning and sources. So far on average we have reduced the time taken to complete questionnaires at least by 70%. We have clients in a variety of sectors across Europe.",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/7bc7a258-026d-4504-b265-d2bf80cdb0b81,,,,,,,,,,,,,,,,,,,['https://wequity.app/'],BRUSSELS
WETRI,"Wetri est le nouveau système de valorisation des produits usagés pour les particuliers. Grâce à l’application mobile Wetri, les consommateurs peuvent désormais valoriser facilement leurs produits usagés, aussi bien écologiquement que financièrement. Avec une trentaine de catégories de produits déjà disponibles, l’appli présente un large panel de solutions à ses utilisateurs, invités à déposer chaque produit spécifique dans les magasins collecteurs référencés à proximité. En enregistrant leurs actions de tri sur l’application, les consommateurs sont alors récompensés pour chaque produit valorisé, via un système de points convertibles en argent, bons cadeaux ou dons associatifs. Massifiés en points de vente, ces gisements de produits peuvent alors être réparés, réemployés ou recyclés efficacement. Grâce à ce nouveau système ludique et gratifiant, Wetri démocratise l’économie circulaire et la rend gagnante pour les consommateurs et pour les enseignes engagées à nos côtés !",https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/d1138895-e4ab-48cf-ad22-3c67b734f2b21,,,,,,,,,,,,,,,,,,,['https://vivatechnology.com/partners/www.wetri.eu'],LILLE
