name,description,website,city,development_level,looking_for,fundraising,link,Logo,Field_1,Field_2,Field_3
Wi-Agric lab,"WI-AGRIC LAB is a start-up that focuses on Green and Smart Farming technologies to improve and increase the quality and quantity of food products across the country. THE PROBLEM Some of the problems with traditional farming are: ➢ It produces less food compared to modern farming methods, which can lead to food insecurity and poverty. ➢ It takes more time and labour to complete certain tasks, such as ploughing, weeding, harvesting, etc. ➢ It sometimes causes soil erosion, nutrient depletion, and chemical pollution, which can degrade the quality and fertility of the land. ➢ It involves deforestation and slash-and-burn activities, which can destroy natural habitats, biodiversity, and carbon sinks. ➢ It depends heavily on the season and climate, which can make it vulnerable to droughts, floods, pests, and diseases. These problems can have negative impacts on the environment, the economy, and the society. Therefore, there is a need for more sustainable and efficient farming practices",https://currentlyworkingonit.com/,"FREETOWN, SIERRA LEONE.",,"TALENTS, FUNDING",,https://vivatechnology.com/partners/wi-agric-lab,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/dc920f19-eb65-489d-8c2a-a8c5931590d31,Food & Agriculture,Growth & Investment,Marketing & Advertising
WiXar,"WiXar transforms digital training with its AI-powered SaaS platform that rapidly creates immersive, collaborative VR training modules. Traditional training retains just 7% of information, but WiXar's ""learning by doing"" approach dramatically increases retention. Ideal for industry, healthcare and risk prevention, our solution offers pre-built scenarios for modification, and an integrated immersive LMS for accurate KPI reporting. Our customers are leading global organizations that value comprehensive and effective training solutions. Experience the future of immersive learning - join us at Vivatech, Paris, to try out the very first ""spatial content creation tool"" designed specifically for this purpose, and find out how WiXar is shaping the future of training with two new AI features and interactive demos!",https://www.wixar.io/,PARIS,,"FUNDING, TALENTS",,https://vivatechnology.com/partners/wixar,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/11846e37-6c4e-45b7-a54d-85552fd0c8421,Artificial Intelligence,HR & Future of Work,XR & Metaverse
Wilkins Avenue AR,"Wilkins Avenue AR creates stunning Augmented Reality (AR) Spatial Computing experiences for the world's most prestigious brands, seamlessly blending the Physical and Digital worlds, on Apple Vision Pro, Meta Quest & smartphones. Our clients include : Lancôme, L'Oréal, Cartier, Tissot,",https://www.wilkins-avenue.com/,RUEIL-MALMAISON,,,,https://vivatechnology.com/partners/wilkins-avenue-ar,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/375ed85d-af90-4ff7-a174-eea5d9eb4c5f1,"Luxury, Fashion & Cosmetics",Retail & E-commerce,XR & Metaverse
WinSide,"WinSide is an innovative training organization that supports those over 50 in the fields of digital technology and innovation by developing their skills in NoCode tools, agile methods, A.I, design thinking, and more, through immersive training sessions",https://www.winside.co/,PARIS,GROWTH & SCALE,"TALENTS, FUNDING",,https://vivatechnology.com/partners/winside,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/2ec0f1c4-5b5d-471b-a07c-218eba583f201,Diversity & Inclusion,Education,
Windlair,"Windlair is a french startup which develops and builds an ultra-safe cargo drone for its customers in the Energy, Transport, Industry, Civil Security and Defense sectors operating daily value-added logistics missions in offshore in rural zones or isolated and hard to reach areas. As deeptech Windlair is supported by industrial aerospace Corporates the French Aerospace Lab ONERA and SATT Paris-Saclay. The solution developed by Windlair includes a pool of innovations and patents, including a hybrid electric propulsion architecture combining unique multi-rotor technology with a foldable fixed wing with high-performance aerodynamic characteristics. This cutting-edge design allows the cargo drone to have a very high range (400km) and payload (150kg). Windlair drone offers a serie of competitive advantages whether on a technical (autonomy-speeds-flight altitude) economical (direct op. cost) or environmental level (low carbon impact). #eVTOLcargo #defense #airmobility #deeptech",https://www.linkedin.com/company/windlair,BLAGNAC,,"TALENTS, FUNDING",,https://vivatechnology.com/partners/windlair,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/cba88bf6-f0a2-4152-b5e1-e69e6fd3b4171,DeepTech,Robotics,Space & Aeronautics
Winespace,"Winespace is a French startup using Artificial Intelligence to enlighten wine professionals about key information in the wine industry: the taste of wine. Its AI, TASTEE, uses the latest innovations in Natural Language Processing (NLP) to analyze the content of tasting comments and extract all the aromatic and taste characteristics described, in order to create precise and usable data on the taste of all wines on the market. TASTEE is used by a multitude of professionals (Wine consultants, negociants, importers, trade associations, wine merchants, competitions, wine critics) to obtain reliable data in order to make the right decisions and/or automate time-consuming tasks (tasting data synthesis, product sourcing, content creation, etc.).",https://winespace.fr/en,BORDEAUX,,,400 000€,https://vivatechnology.com/partners/winespace,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/fed6ddf2-1fb5-4c1e-a97c-f814513eaac91,Artificial Intelligence,Data Management & CRM,Retail & E-commerce
Wingcopter,"Wingcopter is a German manufacturer of unmanned, all-electric delivery drones and provider of drone delivery services, specializing in enhancing medical supply chains and the logistics of urgently needed goods. The 150-strong team is dedicated to improving and saving lives worldwide through meaningful commercial and humanitarian applications. Wingcopter is a World Economic Forum Technology Pioneer and Global Innovator. Thanks to its patented tilt-rotor mechanism and proprietary software algorithms, the Wingcopter 198 can take off and land vertically like a multicopter, while flying long distances as efficiently and quickly as a fixed-wing aircraft, even in rain and wind. Wingcopter’s investors include the European Investment Bank, REWE Group, Salvia, XAI technologies, Xplorer Capital, Futury Capital, ITOCHU, DRONE FUND, SYNERJET, Expa, Hessen Kapital III, and Corecam Capital Partners.",https://vivatechnology.com/partners/www.wingcopter.com,WEITERSTADT,,,100.000.000€,https://vivatechnology.com/partners/wingcopter,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1eb87a4f-7bb8-4aa0-aeb2-9e1bde6bd6fb1,DeepTech,"Industry, Logistics & Supply Chain",Robotics
Winside Technology,"Winside Technology was created in 2020 by 3 co-founders. Today, the company employs almost 200 Winsiders in 6 specialized subsidiaries. - Winside CRAFT (for all dev professions) - Winside CORE (for infrastructure professions) - Winside FINANCIAL SERVICES (for finance professions) - Winside DATA (for data management and AI skills) - Winside RISK & SECURITY (for cybersecurity and compliance) - Winside PROJECT & PRODUCT MANAGEMENT (for all project and product management skills) We currently have offices in Paris, Lille and Bordeaux, as well as in Casablanca and Rabat in Morocco. We provide project management, grouped technical assistance and fixed-price services.",https://vivatechnology.com/partners/www.winside.fr,,,,,https://vivatechnology.com/partners/winside-technology,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/22483e78-0061-44d9-8065-9b1cbe2886181,Artificial Intelligence,Cloud & Infrastructure,Cybersecurity
Wintics,"Wintics is a French company specializing in the development of video analysis software for all urban stakeholders. Our flagship software, Cityvision, analyzes the video streams from any camera in real-time to produce indicators (statistics and alerts) on vehicle and pedestrian traffic, safety, and cleanliness. Cityvision is the result of continuous R&D efforts combined with feedback from our clients. The produced indicators are essential for building cities and infrastructure that are more comfortable, safer, and more sustainable.",https://wintics.com/,PARIS,,,,https://vivatechnology.com/partners/wintics-2,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/1b57873b-941a-4614-920d-5530aa1230f61,Artificial Intelligence,DeepTech,Mobility & Smart City
Wise-Integration,"Wise Integration is a pioneering company in the field of power electronics, focusing on the development of advanced Gallium Nitride (GaN) power integrated circuits and digital controllers. Wise Integration offers two main product lines: WiseGan® and WiseWare®. WiseGan® encompasses GaN Power Integrated Circuits that are designed to maximize the benefits of GaN technology, including higher power density, efficiency, and reduced heat generation. WiseWare®, on the other hand, is a digital controller MCU 32bits, optimized for GaN-based power supply architectures, offering simplified system design, reduced bill of materials, and improved power density and efficiency. The company targets several markets with its innovative products, including consumer electronics, e-mobility, industrial applications and data centers Wise Integration's solutions are designed to address the increasing demands for miniaturization, electrification, and efficient power management in these sectors.",https://vivatechnology.com/partners/www.wise-integration.com,HYERES,GROWTH & SCALE,"NONE, TALENTS",,https://vivatechnology.com/partners/wise-integration,https://storageprdv2inwink.blob.core.windows.net/1a2965b3-2132-40f9-983f-3f92a35743fe/66c938a1-0111-4f8e-aa66-05849e1979d11,DeepTech,"Industry, Logistics & Supply Chain",Mobility & Smart City
